96:  2948, 0, 56, 56, 28, 28
97:  3004, 0, 56, 56, 28, 28
98:  3060, 0, 56, 56, 28, 28
99:  3116, 0, 56, 56, 28, 28
100: 3172, 0, 56, 56, 28, 28
101: 3228, 0, 56, 56, 28, 28
102: 3284, 0, 56, 56, 28, 28
103: 3340, 0, 56, 56, 28, 28
104: 3396, 0, 56, 56, 28, 28
105: 3452, 0, 56, 56, 28, 28
106: 3608, 0, 56, 56, 28, 28
107: 3564, 0, 56, 56, 28, 28
108: 3620, 0, 56, 56, 28, 28
109: 3676, 0, 56, 56, 28, 28
110: 3732, 0, 56, 56, 28, 28
111: 3788, 0, 56, 56, 28, 28
112: 3844, 0, 56, 84, 28, 42
113: 3900, 0, 56, 84, 28, 42
114: 3956, 0, 56, 84, 28, 42
115: 4012, 0, 56, 84, 28, 42
116: 4068, 0, 56, 84, 28, 42
117: 4124, 0, 56, 84, 28, 42
118: 4180, 0, 56, 84, 28, 42
119: 4236, 0, 56, 84, 28, 42
120: 4292, 0, 56, 84, 28, 42
121: 4348, 0, 56, 84, 28, 42
122: 4404, 0, 56, 84, 28, 42
123: 4460, 0, 56, 84, 28, 42
124: 4516, 0, 56, 84, 28, 42
125: 4572, 0, 56, 84, 28, 42
126: 4628, 0, 56, 84, 28, 42
127: 4684, 0, 56, 84, 28, 42
128: 4740, 0, 56, 84, 28, 42
129: 4796, 0, 56, 84, 28, 42
130: 4852, 0, 56, 84, 28, 42
131: 4908, 0, 56, 84, 28, 42
132: 4964, 0, 56, 84, 28, 42
133: 5020, 0, 56, 84, 28, 42
134: 5076, 0, 56, 84, 28, 42
135: 5132, 0, 56, 84, 28, 42
136: 5188, 0, 56, 84, 28, 42
137: 5244, 0, 56, 84, 28, 42
138: 5300, 0, 56, 84, 28, 42
139: 5356, 0, 56, 84, 28, 42
140: 5412, 0, 56, 84, 28, 42
141: 5468, 0, 56, 84, 28, 42
142: 5524, 0, 56, 84, 28, 42
143: 5580, 0, 56, 84, 28, 42
144: 5636, 0, 56, 84, 28, 42
145: 5692, 0, 56, 84, 28, 42
146: 5748, 0, 56, 84, 28, 42
147: 5804, 0, 56, 84, 28, 42
148: 5860, 0, 56, 84, 28, 42
149: 5916, 0, 56, 84, 28, 42
150: 5972, 0, 56, 84, 28, 42
151: 6028, 0, 56, 84, 28, 42
152: 6084, 0, 56, 84, 28, 42
153: 6140, 0, 56, 84, 28, 42
154: 6196, 0, 56, 84, 28, 42
155: 6252, 0, 56, 84, 28, 42
156: 6308, 0, 56, 84, 28, 42
157: 6364, 0, 56, 84, 28, 42
158: 6420, 0, 56, 84, 28, 42
159: 6476, 0, 56, 84, 28, 42
160: 6532, 0, 56, 84, 28, 42
161: 6588, 0, 56, 84, 28, 42
162: 6644, 0, 56, 84, 28, 42
163: 6700, 0, 56, 84, 28, 42
164: 6756, 0, 56, 84, 28, 42
165: 6812, 0, 56, 84, 28, 42
166: 6868, 0, 56, 84, 28, 42
167: 6924, 0, 56, 84, 28, 42
168: 6980, 0, 56, 84, 28, 42
169: 7036, 0, 56, 84, 28, 42
170: 7092, 0, 56, 84, 28, 42
171: 7148, 0, 56, 84, 28, 42
172: 7204, 0, 56, 84, 28, 42
173: 7260, 0, 56, 84, 28, 42
174: 7316, 0, 56, 84, 28, 42
175: 7372, 0, 56, 84, 28, 42
176: 7428, 0, 56, 84, 28, 42
177: 7484, 0, 56, 84, 28, 42
178: 7540, 0, 56, 84, 28, 42
179: 7596, 0, 56, 84, 28, 42
